id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de
851,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,11,FALSE,1,479,479,9828,16,209,155,21,0.0123,642.434216824556,17,14,13,0.0162,36.6596461914832,120126
852,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,12,FALSE,1,463,463,9828,17,288,212,27,0.0139,864.681636107783,19,14,17,0.0167,43.9657585685235,120126
853,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,13,FALSE,1,456,456,9828,16,253,177,25,0.0111,804.221124790327,21,16,17,0.0191,42.715085077876,120126
854,signed,1,TRUE,FALSE,FALSE,TRUE,none,cor,14,FALSE,1,472,472,9828,16,261,185,25,0.0127,842.45270377539,22,19,15,0.0227,49.029522502065,120126
855,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,1,FALSE,1,495,495,9828,16,261,152,21,0.0096,978.498605941921,18,14,14,0.0175,47.7254691389827,120126
856,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,2,FALSE,1,496,496,9828,16,292,169,28,0.0122,1054.26226488075,18,13,16,0.0178,44.7380815535548,120126
857,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,3,FALSE,1,486,486,9828,16.5,313,154,30,0.0117,1090.43846101029,18,13,13,0.0153,44.0018822531999,120126
858,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,4,FALSE,1,476,476,9828,16.5,313,166,21,0.0122,1133.14204072692,23,17,14,0.0227,54.3280286725238,120126
859,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,5,FALSE,1,472,472,9828,17,309,151,27,0.0116,1082.54305503878,19,11,15,0.0166,45.2083672222641,120126
85,signed,1,FALSE,FALSE,FALSE,FALSE,limma,spearman,1,FALSE,1,473,473,9828,16,342,195,25,0.0122,1148.16579683183,11,7,8,0.0132,32.9303306520082,120126
860,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,6,FALSE,1,473,473,9828,17,360,178,26,0.0104,1285.35658825743,18,12,16,0.0218,41.8002251817499,120126
861,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,7,FALSE,1,469,469,9828,17,272,187,21,0.0106,985.409280618174,17,12,14,0.0217,40.8341971437667,120126
862,signed,1,TRUE,FALSE,FALSE,TRUE,none,bicor,8,FALSE,1,482,482,9828,16,341,179,26,0.0123,1150.25865509216,18,13,14,0.0233,42.8841473213556,120126
