id,network_type,low_count_threshold,cpm_transform,log2_transform,voom_transform,quantile_normalize,batch_adjustment,similarity_measure,adj_power,topological_overlap,merge_cor,num_modules_before,num_modules,num_genes,med_module_size,go_total_enriched,unique_go_terms,num_go_enriched_modules,mean_go_pval,total_go_pval,kegg_total_enriched,unique_kegg_terms,num_kegg_enriched_modules,mean_kegg_pval,total_kegg_pval,total_de,total_edge_weight,irefindex_edge_weight,cpdb_total_enriched,unique_cpdb_terms,num_cpdb_enriched_modules,mean_cpdb_pval,total_cpdb_pval
1000,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,6,FALSE,1,776,776,16207,17,1103,712,81,0.0113,3550.74767713885,70,49,39,0.0158,198.629573876562,42250,30249994.33,1549.93,362,221,50,0.0109,1530.06728782293
1001,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,7,FALSE,1,770,770,16207,17,1349,865,82,0.0123,4465.80826966089,97,60,47,0.0177,259.965851812182,42250,24429963.76,1240.67,391,228,50,0.0101,1638.98977322238
1002,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,8,FALSE,1,791,791,16207,16,1583,1009,78,0.0131,4867.81214500204,96,68,43,0.0166,270.277624593834,42250,19887988.24,1001.31,474,289,56,0.0135,1813.87226761959
1003,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,9,FALSE,1,795,795,16207,16,1379,912,74,0.0124,4452.55041463872,85,59,40,0.012,255.713928846355,42250,16307513.60,814.00,439,286,52,0.0115,1733.1853181371
1004,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,10,FALSE,1,822,822,16207,16,1079,665,76,0.0134,3306.8445458661,104,75,44,0.0157,262.820390401709,42250,13461542.18,666.13,464,305,48,0.0111,1667.64713377217
1005,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,11,FALSE,1,814,814,16207,16,1091,708,74,0.0125,3459.46742271365,83,57,39,0.0138,232.576567386862,42250,11182594.69,548.46,426,257,60,0.0153,1499.75557522765
1006,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,12,FALSE,1,788,788,16207,17,1312,831,70,0.0134,3927.87532684902,101,62,43,0.0157,259.57575639735,42250,9345106.06,454.17,440,241,51,0.0113,1596.40767663343
1007,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,13,FALSE,1,803,803,16207,16,1299,865,77,0.0129,4110.33775298063,114,84,38,0.013,301.891466566377,42250,7853910.43,378.11,422,269,55,0.0124,1686.02949399393
1008,signed,1,TRUE,FALSE,FALSE,TRUE,combat,cor-dist,14,FALSE,1,805,805,16207,16,1183,782,84,0.0105,3918.59239606434,114,87,40,0.0219,252.408180820469,42250,6636259.42,316.38,355,202,41,0.0084,1475.86452042864
1009,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,1,FALSE,1,799,799,16204,16,984,718,66,0.0128,2893.39535607884,95,67,47,0.0131,275.391352809696,42250,137103524.97,7290.56,372,222,48,0.009,1510.52914155644
100,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,2,FALSE,1,763,763,16207,16,1570,1037,80,0.0128,4762.63691792565,106,61,43,0.0137,271.321424987666,42250,128511501.41,7197.63,428,267,53,0.0117,1481.44613134996
1010,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,2,FALSE,1,808,808,16204,16,864,637,55,0.0115,2685.26195764374,73,57,40,0.0113,215.248015481202,42250,87032451.60,4877.46,340,205,42,0.0085,1432.06095347063
1011,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,3,FALSE,1,802,802,16204,16,996,730,53,0.0112,2988.36809804238,107,71,45,0.0153,287.215254797809,42250,61327517.77,3622.06,394,255,49,0.0093,1489.80350272769
1012,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,4,FALSE,1,804,804,16204,16,1084,839,63,0.0121,3186.5252558043,108,70,40,0.0107,287.791775435068,42250,46043744.62,2853.46,475,299,56,0.0084,1763.62610937102
1013,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,5,FALSE,1,799,799,16204,16,896,701,65,0.0114,2826.98649371479,112,75,43,0.0108,299.148470434115,42250,36066022.84,2334.54,362,240,48,0.0075,1514.29749746191
1014,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,6,FALSE,1,811,811,16204,16,828,643,60,0.0111,2611.0729542732,98,68,35,0.014,259.571014729862,42250,29123169.83,1960.99,396,244,48,0.0094,1578.66061355908
1015,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,7,FALSE,1,797,797,16204,16,945,685,63,0.0131,2785.55925132269,115,74,44,0.0138,311.151127450642,42250,24064114.62,1679.68,448,262,55,0.009,1669.65940345332
1016,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,8,FALSE,1,809,809,16204,16,973,738,57,0.0117,3039.38718494797,105,67,36,0.0124,314.997509699121,42250,20246777.12,1460.63,403,255,50,0.0114,1500.17383740523
1017,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,9,FALSE,1,797,797,16204,16,900,683,59,0.0129,2795.73301516866,103,74,37,0.0137,290.054682222784,42250,17286297.18,1285.59,355,238,48,0.0088,1345.36997412427
1018,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,10,FALSE,1,794,794,16204,16,889,689,64,0.0111,2874.39183062747,107,67,45,0.0144,262.938269454635,42250,14938822.46,1142.78,418,237,52,0.0106,1445.21626118685
1019,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,11,FALSE,1,807,807,16204,16,1023,782,63,0.0118,3342.32625722515,97,60,36,0.0118,263.092492618804,42250,13042895.03,1024.27,398,216,49,0.0098,1478.4671060783
101,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,3,FALSE,1,787,787,16207,16,1602,1053,70,0.0121,5350.42224006669,129,83,46,0.0149,330.704912805132,42250,97460440.01,5508.95,415,252,45,0.0077,1636.7102981277
1020,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,12,FALSE,1,778,778,16204,16,1015,793,61,0.0119,3104.01784987623,112,72,39,0.0107,320.885151058213,42250,11487725.75,924.52,414,248,54,0.0121,1464.45788734107
1021,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,13,FALSE,1,801,801,16204,16,820,644,60,0.0128,2480.10890459261,66,52,33,0.0123,194.808367014894,42250,10195011.12,839.53,318,184,49,0.009,1217.78901430665
1022,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor,14,FALSE,1,791,791,16204,16,891,718,60,0.0112,2962.27741096956,118,91,38,0.015,301.851298908398,42250,9108009.26,766.37,382,233,49,0.0097,1383.67091836938
1023,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,1,FALSE,1,788,788,16204,16,928,700,63,0.0125,3037.35168055357,110,94,37,0.0235,219.065016001365,42250,135905877.25,7332.48,342,233,58,0.0142,1050.89360472827
1024,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,2,FALSE,1,800,800,16204,16,910,675,55,0.0124,2926.85515783421,142,106,46,0.0243,271.257788691489,42250,82495008.59,4719.06,338,238,48,0.012,1078.50339471469
1025,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,3,FALSE,1,789,789,16204,16,824,636,63,0.0121,2870.71310329714,135,98,44,0.0188,276.45415528622,42250,55168706.85,3349.14,332,233,51,0.0119,1097.15110291491
1026,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,4,FALSE,1,789,789,16204,16,884,683,60,0.0125,2989.80085892407,94,79,40,0.0199,201.196186594085,42250,39323755.48,2526.76,337,232,52,0.0149,1088.79605459074
1027,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,5,FALSE,1,801,801,16204,16,779,573,54,0.011,2744.09242652409,97,76,37,0.0199,206.948274245494,42250,29315051.03,1986.79,298,224,47,0.0147,976.237948386117
1028,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,6,FALSE,1,827,827,16204,16,753,548,40,0.0093,2720.19610607482,86,64,40,0.0185,193.359246255857,42250,22592626.00,1609.37,345,248,45,0.0122,1106.71815701095
1029,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,7,FALSE,1,802,802,16204,16,686,488,42,0.0099,2328.92279626743,67,57,29,0.0219,141.05987774611,42250,17865403.63,1333.25,294,189,42,0.015,899.731746853599
102,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,4,FALSE,1,773,773,16207,16,1591,1047,75,0.0116,5274.85964784579,128,89,47,0.0152,328.168483348082,42250,75391843.69,4279.64,406,272,49,0.0099,1658.28386633389
1030,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,8,FALSE,1,819,819,16204,16,810,653,54,0.0106,2850.75173434716,93,82,36,0.0198,199.589020728578,42250,14420873.40,1124.11,362,257,49,0.0149,1063.50093570969
1031,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,9,FALSE,1,785,785,16204,16,867,621,60,0.0106,2678.62679470002,79,66,36,0.0179,180.939610160835,42250,11838693.39,961.36,326,253,53,0.0134,1022.79172651344
1032,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,10,FALSE,1,800,800,16204,16,828,605,55,0.0105,2639.33461461835,83,66,33,0.0151,197.441733099302,42250,9857436.32,831.91,319,238,47,0.0135,1076.1152831609
1033,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,11,FALSE,1,805,805,16204,16,832,621,61,0.0108,2639.9353835382,124,95,39,0.0175,280.5479787372,42250,8307420.56,727.08,315,227,48,0.0118,1057.85358458957
1034,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,12,FALSE,1,804,804,16204,16,948,661,61,0.0112,2995.6101081326,111,91,37,0.0176,252.175683361727,42250,7074573.37,640.88,356,268,46,0.0128,1063.86193668302
1035,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,13,FALSE,1,803,803,16204,16,919,680,65,0.0111,3178.92030302163,107,78,40,0.0144,263.543173603291,42250,6079915.72,569.09,404,274,55,0.0139,1241.02373605698
1036,signed,1,TRUE,TRUE,FALSE,FALSE,none,bicor,14,FALSE,1,809,809,16204,16,834,609,58,0.012,2953.97251476955,89,76,38,0.0142,219.436120074591,42250,5267380.26,508.62,346,257,47,0.0112,1067.258739401
1037,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,1,FALSE,1,781,781,16204,16,607,489,56,0.0121,1649.79514525205,90,71,36,0.0224,176.304847447342,42250,136887096.06,7413.82,379,230,47,0.0145,913.69896604365
1038,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,2,FALSE,1,789,789,16204,16,634,495,52,0.0137,1763.33570253876,99,60,40,0.0168,202.425732411845,42250,83016213.17,4747.97,338,187,47,0.0133,874.457628851133
1039,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,3,FALSE,1,793,793,16204,16,631,477,57,0.0133,1739.33878866804,119,70,47,0.0175,246.521478973342,42250,55328173.56,3338.26,392,209,52,0.0134,976.548683442394
103,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,5,FALSE,1,768,768,16207,16,1524,1086,77,0.0124,4882.06618197389,108,72,40,0.0128,290.928544645417,42250,59010435.59,3358.19,414,249,51,0.0122,1555.54134930721
1040,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,4,FALSE,1,785,785,16204,16,619,468,53,0.0135,1796.04753034418,98,70,41,0.0171,222.185072263594,42250,39296214.21,2494.18,349,195,46,0.0126,948.945579132667
1041,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,5,FALSE,1,797,797,16204,17,603,490,58,0.0123,1761.78266427722,111,69,42,0.0161,244.047544023484,42250,29208846.16,1943.75,372,209,43,0.0112,1041.53651060379
1042,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,6,FALSE,1,788,788,16204,17,673,556,55,0.0139,1844.53635837492,117,84,45,0.0174,236.957720089631,42250,22464978.45,1562.11,358,200,55,0.015,854.555556040163
1043,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,7,FALSE,1,792,792,16204,16,624,527,56,0.0106,2071.97365962378,102,73,43,0.0193,209.937591334468,42250,17744318.22,1285.18,337,206,42,0.0139,896.059463236091
1044,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,8,FALSE,1,792,792,16204,16,600,491,60,0.0112,2005.96198225441,107,79,42,0.0175,227.538647649217,42250,14318796.87,1077.07,342,211,45,0.0103,1053.34172193401
1045,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,9,FALSE,1,799,799,16204,16,600,504,59,0.012,1981.23938086022,93,68,46,0.0196,185.698402043291,42250,11760016.42,916.32,339,204,47,0.0122,1005.34970245222
1046,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,10,FALSE,1,782,782,16204,16,508,426,54,0.0127,1389.41208930351,88,67,38,0.0171,181.424116154564,42250,9802494.45,789.35,310,195,49,0.0134,878.874641631285
1047,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,11,FALSE,1,791,791,16204,16,580,477,62,0.013,1506.86721886852,86,66,36,0.0181,181.752686530307,42250,8274615.90,687.21,275,196,45,0.0133,750.929477324985
1048,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,12,FALSE,1,788,788,16204,16,675,543,60,0.0116,1875.200562107,114,79,42,0.0216,241.047713677774,42250,7061495.43,603.75,303,201,47,0.0112,982.404054296527
1049,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,13,FALSE,1,798,798,16204,16,601,489,53,0.0139,1475.33297168041,112,77,39,0.0189,225.127070007003,42250,6083925.95,534.64,331,204,43,0.0102,840.765937192315
104,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,6,FALSE,1,766,766,16207,16,1879,1267,80,0.0146,5372.2341607596,143,87,51,0.0185,343.814466528157,42250,46573699.84,2655.35,475,265,55,0.0102,1659.92675476931
1050,signed,1,TRUE,TRUE,FALSE,FALSE,none,spearman,14,FALSE,1,793,793,16204,16,791,639,61,0.0143,2008.58303142056,100,67,38,0.019,212.697712346986,42250,5285907.04,476.76,337,225,42,0.0116,1012.66652348649
1051,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,1,FALSE,1,809,809,16204,16,1082,776,75,0.0122,3431.3570433188,106,72,46,0.0162,267.901490995041,42250,136615005.18,7248.24,330,235,59,0.0132,1145.30357337853
1052,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,2,FALSE,1,803,803,16204,16,1272,884,79,0.0146,3804.85673841135,96,63,48,0.0169,242.301613326206,42250,84143566.38,4672.15,349,264,61,0.0141,1238.78362134175
1053,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,3,FALSE,1,807,807,16204,16,1242,827,76,0.0122,3960.27777162456,101,70,46,0.0162,263.03338455035,42250,57162561.09,3325.83,412,305,54,0.0144,1391.10313676449
1054,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,4,FALSE,1,787,787,16204,16,1300,881,83,0.0141,3968.86737855993,102,78,46,0.0221,266.829343807192,42250,40991204.95,2492.22,346,274,51,0.0114,1273.74953324699
1055,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,5,FALSE,1,800,800,16204,16,1402,1006,76,0.0134,4228.66865814717,92,60,41,0.0208,238.260480452986,42250,30339410.23,1922.84,326,256,48,0.0141,1197.78587829518
1056,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,6,FALSE,1,810,810,16204,16,1479,1023,79,0.015,4281.3276277593,92,62,48,0.0225,235.659796966318,42250,22928467.38,1512.21,275,202,49,0.0124,1100.91682619106
1057,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,7,FALSE,1,801,801,16204,16,1154,793,66,0.0135,3677.3403549784,81,61,39,0.0187,222.900781353841,42250,17599861.39,1206.42,310,230,42,0.0114,1157.65433711808
1058,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,8,FALSE,1,789,789,16204,17,1079,741,71,0.0138,3478.47358922879,63,42,37,0.0153,188.653498235032,42250,13684167.76,973.84,282,195,42,0.0105,1116.00628351243
1059,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,9,FALSE,1,796,796,16204,16,1192,767,78,0.0137,3748.05486020926,90,61,46,0.0174,234.66351897593,42250,10759922.92,794.12,317,212,54,0.0098,1220.68239863452
105,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,7,FALSE,1,774,774,16207,16,1469,987,74,0.0128,4533.8452806135,116,69,45,0.0197,274.749242680985,42250,37004972.29,2112.94,473,287,51,0.0102,1627.68130201818
1060,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,10,FALSE,1,780,780,16204,17,1202,833,73,0.0117,3742.49740865556,64,43,36,0.014,185.176754570094,42250,8547118.04,653.44,279,192,43,0.0114,1094.00295392406
1061,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,11,FALSE,1,800,800,16204,16,1645,1169,78,0.013,4627.54005685863,105,73,40,0.016,262.721172869154,42250,6853304.99,542.08,412,263,61,0.0124,1472.32742236426
1062,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,12,FALSE,1,812,812,16204,16,1497,983,78,0.0126,4265.51450909008,73,51,39,0.0163,205.555339900499,42250,5543172.66,453.04,365,232,62,0.0107,1433.52440549488
1063,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,13,FALSE,1,805,805,16204,16,1210,762,78,0.0142,3320.80277905207,85,60,42,0.0169,218.495488571781,42250,4519983.28,381.21,378,241,63,0.0148,1388.08221080064
1064,signed,1,TRUE,TRUE,FALSE,FALSE,none,cor-dist,14,FALSE,1,827,827,16204,16,1042,662,83,0.0123,2999.26765599065,93,67,38,0.018,244.136744539245,42250,3713645.47,322.77,337,207,54,0.0136,1366.06183695462
1065,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,1,FALSE,1,786,786,16207,16,915,688,51,0.0127,2753.73446933676,110,77,43,0.0162,279.329427008883,42250,136525780.03,7180.21,354,247,41,0.0119,1328.55613311743
1066,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,2,FALSE,1,767,767,16207,17,925,698,48,0.0116,2918.7074092022,93,67,39,0.0148,257.692437800641,42250,88746652.47,4923.30,299,200,39,0.0091,1244.76525541791
1067,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,3,FALSE,1,794,794,16207,16,837,653,60,0.0111,2651.39452586006,103,70,45,0.0149,270.677440223472,42250,64319412.86,3760.40,346,216,42,0.0107,1270.06204337451
1068,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,4,FALSE,1,793,793,16207,16,1000,767,61,0.0106,3163.60936856713,109,66,46,0.0129,288.645622900986,42250,49601999.00,3038.13,416,254,50,0.0114,1475.7895517762
1069,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,5,FALSE,1,781,781,16207,17,1111,864,64,0.01,3443.81088432477,121,82,47,0.0176,298.43362096889,42250,39812433.96,2540.60,430,255,50,0.0107,1472.25729280709
106,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,8,FALSE,1,789,789,16207,16,1516,996,69,0.0113,4807.0708083578,84,62,36,0.0139,241.178066531888,42250,29574143.31,1690.64,424,258,47,0.0111,1587.42678142218
1070,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,6,FALSE,1,798,798,16207,16,1086,824,51,0.0108,3406.13760892178,88,60,39,0.0179,239.056137189376,42250,32864286.90,2175.23,390,224,47,0.0099,1397.47314467535
1071,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,7,FALSE,1,792,792,16207,16,1083,740,52,0.0104,3419.2537646201,79,55,34,0.0153,223.228815546972,42250,27702822.89,1895.05,360,194,41,0.0108,1398.80904724207
1072,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,8,FALSE,1,809,809,16207,16,1011,757,53,0.0107,3391.59181120354,130,90,42,0.0187,314.905690911673,42250,23736559.37,1673.30,350,216,38,0.0096,1406.62114734328
1073,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,9,FALSE,1,788,788,16207,16,972,674,56,0.0127,2939.69658494653,112,77,40,0.0159,285.995323373753,42250,20607635.22,1493.50,371,209,43,0.01,1345.74105105414
1074,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,10,FALSE,1,807,807,16207,16,857,619,55,0.0133,2652.73383749242,122,83,41,0.0174,303.65289697855,42250,18086733.89,1344.88,333,211,40,0.0107,1328.66388360861
1075,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,11,FALSE,1,820,820,16207,16,947,675,58,0.0132,2883.13744434536,120,83,46,0.0168,293.085310190309,42250,16020177.54,1220.08,362,210,40,0.0086,1309.38413790487
1076,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,12,FALSE,1,824,824,16207,16,1025,749,67,0.0139,2981.07574877966,111,79,43,0.0207,264.797451082993,42250,14301214.86,1113.88,342,222,38,0.0098,1265.40228531466
1077,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,13,FALSE,1,826,826,16207,16,1016,738,56,0.0131,3041.62118849677,109,73,46,0.0211,262.929673171929,42250,12853476.36,1022.49,324,186,39,0.0087,1230.05867334166
1078,signed,1,TRUE,TRUE,FALSE,FALSE,limma,cor,14,FALSE,1,813,813,16207,16,954,703,60,0.0126,2958.74343160571,119,86,40,0.0217,289.329758916193,42250,11620964.66,943.07,313,198,40,0.011,1309.44909846007
1079,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,1,FALSE,1,794,794,16207,16,838,600,59,0.0134,2402.5546657243,89,65,27,0.0163,204.515592698902,42250,134418209.19,7116.33,406,284,43,0.0121,1191.03862523545
107,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,9,FALSE,1,794,794,16207,16,1540,1053,76,0.0141,4615.6900586721,99,70,43,0.0147,280.42847350374,42250,23760711.96,1359.47,438,308,50,0.0115,1601.71904815614
1080,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,2,FALSE,1,804,804,16207,16,811,598,60,0.013,2144.3213786585,73,55,33,0.0193,166.832052859283,42250,82616070.68,4621.36,416,252,44,0.0137,1168.61224483247
1081,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,3,FALSE,1,795,795,16207,16,856,634,58,0.0143,2141.45104662632,62,53,21,0.0129,178.306845039101,42250,56326367.53,3340.54,383,248,42,0.0127,1107.90581823281
1082,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,4,FALSE,1,788,788,16207,16,786,551,52,0.0134,2156.0594738657,70,56,24,0.0151,186.809283477476,42250,40990545.12,2569.24,369,217,43,0.012,1182.9235084975
1083,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,5,FALSE,1,794,794,16207,16,835,611,49,0.0126,2552.05922374559,63,47,18,0.0147,178.07687936138,42250,31190058.92,2057.09,270,173,38,0.0104,927.710244747839
1084,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,6,FALSE,1,804,804,16207,16,975,707,54,0.0133,2858.97776616345,67,59,24,0.0162,175.293573989364,42250,24515865.19,1694.28,319,198,43,0.0134,1034.45344791962
1085,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,7,FALSE,1,793,793,16207,16,840,612,58,0.0114,2607.17059546188,84,66,30,0.0205,199.218763806015,42250,19753645.62,1425.19,334,179,44,0.0102,1110.35345328051
1086,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,8,FALSE,1,784,784,16207,16,827,591,57,0.014,2426.93413623342,65,48,24,0.0162,167.48816177055,42250,16232210.89,1218.67,316,183,44,0.0114,1049.13538932178
1087,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,9,FALSE,1,817,817,16207,16,895,670,59,0.0142,2540.16315979036,76,59,25,0.0147,198.034367519251,42250,13553705.73,1055.89,372,234,48,0.0125,1211.53579652145
1088,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,10,FALSE,1,827,827,16207,15,915,703,62,0.0134,2635.71780615575,127,96,31,0.0194,276.629072699687,42250,11469060.56,924.84,359,218,49,0.0142,1070.01330831287
1089,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,11,FALSE,1,815,815,16207,16,864,731,56,0.0133,2400.79271874205,84,74,22,0.0231,185.307442756219,42250,9815380.44,817.47,295,175,39,0.0127,909.479009105334
108,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,10,FALSE,1,780,780,16207,16,1536,1018,84,0.0145,4223.6569005346,115,79,45,0.0178,286.947204551598,42250,19183422.50,1098.11,454,268,55,0.0121,1520.39786415026
1090,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,12,FALSE,1,808,808,16207,16,906,687,52,0.0133,2501.57882436867,70,65,21,0.0103,185.833542893402,42250,8482248.43,728.21,360,194,37,0.0145,1053.50157330934
1091,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,13,FALSE,1,808,808,16207,16,770,592,50,0.013,2341.998940842,62,55,25,0.0208,143.827358630771,42250,7392552.97,653.07,344,206,40,0.0163,992.795388380987
1092,signed,1,TRUE,TRUE,FALSE,FALSE,limma,bicor,14,FALSE,1,789,789,16207,16,924,733,59,0.0138,2695.65261996368,85,67,23,0.0131,201.485890443738,42250,6491063.81,589.14,344,226,43,0.0159,996.558729940812
1093,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,1,FALSE,1,778,778,16207,16,593,463,39,0.0113,1978.24561875106,47,36,22,0.0159,115.087702273981,42250,135351165.33,7174.51,290,178,34,0.01,1051.24525899397
1094,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,2,FALSE,1,796,796,16207,16,543,468,48,0.0123,1736.99893297755,85,63,38,0.0171,181.989142761796,42250,83016548.25,4612.15,322,187,38,0.0111,973.495701349983
1095,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,3,FALSE,1,802,802,16207,16,646,567,50,0.0113,2034.08393539678,78,59,37,0.0174,167.11135413008,42250,56334685.94,3291.19,322,204,43,0.0101,984.042748377682
1096,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,4,FALSE,1,791,791,16207,16,627,521,56,0.0137,1940.36234542113,68,52,35,0.0191,146.709745843433,42250,40776401.21,2499.49,326,203,44,0.0127,1026.25104782804
1097,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,5,FALSE,1,799,799,16207,16,705,565,57,0.0121,2203.059727961,80,58,40,0.0214,162.204547862105,42250,30858293.59,1977.19,315,216,44,0.0118,1026.74712693813
1098,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,6,FALSE,1,796,796,16207,16.5,683,571,48,0.014,2066.15122527968,69,51,30,0.0213,141.280126271876,42250,24127902.82,1609.59,360,236,46,0.0121,1123.4157419553
1099,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,7,FALSE,1,769,769,16207,16,590,514,44,0.0126,1888.42691993995,74,51,33,0.0195,154.054858684922,42250,19345715.66,1338.73,312,210,40,0.012,1019.66689292739
109,signed,1,FALSE,FALSE,FALSE,FALSE,limma,cor-dist,11,FALSE,1,788,788,16207,16,1590,1105,79,0.0136,4902.59131808838,79,60,42,0.0171,221.172145930876,42250,15558485.96,890.70,415,258,55,0.0126,1732.34726403034
10,signed,1,FALSE,FALSE,FALSE,FALSE,none,cor,10,FALSE,1,808,808,16204,16,1020,700,63,0.0133,3036.45568882874,98,68,39,0.0129,277.635897833363,42250,38430651.43,3096.87,441,233,48,0.0109,1629.40968619109
1100,signed,1,TRUE,TRUE,FALSE,FALSE,limma,spearman,8,FALSE,1,803,803,16207,16,522,448,45,0.0118,1733.94881150337,89,58,39,0.0229,178.713616205554,42250,15825734.17,1132.21,316,198,36,0.0117,1043.65244140939
